Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Shop location,My Custom Location,Snow City Warehouse
womens-shoes,Women's Shoes,Color,Black,Shoe size,M,Age group,Teens,102,,,1500,0,not stocked
womens-shoes,Women's Shoes,Color,Black,Shoe size,M,Age group,Adults,103,,,1500,0,not stocked
womens-shoes,Women's Shoes,Color,Black,Shoe size,S,Age group,Kids,104,,,1500,0,not stocked
mens-tshirt,mens tshirt,Color,Blue,Size,XL,brand,aaa,1045,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Blue,Size,M,brand,A+,1046,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Blue,Size,M,brand,aaa,1047,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,White,Size,L,brand,A+,1050,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,White,Size,L,brand,aaa,1051,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,White,Size,XL,brand,A+,1052,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,White,Size,XL,brand,aaa,1053,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,White,Size,M,brand,A+,1054,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,White,Size,M,brand,aaa,1055,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Black,Size,L,brand,A+,1058,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Black,Size,L,brand,aaa,1059,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Black,Size,XL,brand,A+,1060,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Black,Size,XL,brand,aaa,1061,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Black,Size,M,brand,A+,1062,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Black,Size,M,brand,aaa,1063,,,1000,0,not stocked
mens-watch,Men's Watch,Band color,Blue,Age group,Adults,brand,fastrack,1080,,,1000,0,not stocked
mens-watch,Men's Watch,Band color,Blue,Age group,Teens,brand,fastrack,1081,,,1000,0,not stocked
mens-watch,Men's Watch,Band color,Black,Age group,Adults,brand,fastrack,1082,,,1000,0,not stocked
mens-watch,Men's Watch,Band color,Black,Age group,Teens,brand,fastrack,1083,,,1000,0,not stocked
mens-watch,Men's Watch,Band color,Brown,Age group,Adults,brand,fastrack,1084,,,996,0,not stocked
mens-watch,Men's Watch,Band color,Brown,Age group,Teens,brand,fastrack,1085,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Green,Size,XL,Fabric,Cotton,1120,,,973,0,not stocked
mens-trouser,Men's Trouser,Color,Green,Size,XL,Fabric,Angora,1121,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Green,Size,XL,Fabric,Bamboo,1122,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Green,Size,L,Fabric,Cotton,1123,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Green,Size,L,Fabric,Angora,1124,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Green,Size,L,Fabric,Bamboo,1125,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Green,Size,M,Fabric,Cotton,1126,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Green,Size,M,Fabric,Angora,1127,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Green,Size,M,Fabric,Bamboo,1128,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Black,Size,XL,Fabric,Cotton,1129,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Black,Size,XL,Fabric,Angora,1130,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Black,Size,XL,Fabric,Bamboo,1131,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Black,Size,L,Fabric,Cotton,1132,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Black,Size,L,Fabric,Angora,1133,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Black,Size,L,Fabric,Bamboo,1134,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Black,Size,M,Fabric,Cotton,1135,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Black,Size,M,Fabric,Angora,1136,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Black,Size,M,Fabric,Bamboo,1137,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Brown,Size,XL,Fabric,Cotton,1138,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Brown,Size,XL,Fabric,Angora,1139,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Brown,Size,XL,Fabric,Bamboo,1140,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Brown,Size,L,Fabric,Cotton,1141,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Brown,Size,L,Fabric,Angora,1142,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Brown,Size,L,Fabric,Bamboo,1143,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Brown,Size,M,Fabric,Cotton,1144,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Brown,Size,M,Fabric,Angora,1145,,,1000,0,not stocked
mens-trouser,Men's Trouser,Color,Brown,Size,M,Fabric,Bamboo,1146,,,1000,0,not stocked
mens-cap,Men's Cap,Color,Blue,Accessory size,M,Fabric,Polyester,180,,,499,0,not stocked
mens-cap,Men's Cap,Color,Blue,Accessory size,M,Fabric,Cotton,181,,,500,0,not stocked
the-minimal-snowboard,The Minimal Snowboard,Title,Default Title,,,,,"",,,1000,not stocked,not stocked
the-out-of-stock-snowboard,The Out of Stock Snowboard,Title,Default Title,,,,,"",,,1000,not stocked,not stocked
the-collection-snowboard-hydrogen,The Collection Snowboard: Hydrogen,Title,Default Title,,,,,"",,,1000,not stocked,not stocked
the-compare-at-price-snowboard,The Compare at Price Snowboard,Title,Default Title,,,,,"",,,1000,not stocked,not stocked
the-complete-snowboard,The Complete Snowboard,Color,Ice,,,,,"",,,1000,not stocked,not stocked
the-hidden-snowboard,The Hidden Snowboard,Title,Default Title,,,,,"",,,1000,not stocked,not stocked
the-draft-snowboard,The Draft Snowboard,Title,Default Title,,,,,"",,,1000,not stocked,not stocked
the-complete-snowboard,The Complete Snowboard,Color,Dawn,,,,,"",,,1000,not stocked,not stocked
the-complete-snowboard,The Complete Snowboard,Color,Powder,,,,,"",,,1000,not stocked,not stocked
the-complete-snowboard,The Complete Snowboard,Color,Electric,,,,,"",,,1000,not stocked,not stocked
the-complete-snowboard,The Complete Snowboard,Color,Sunset,,,,,"",,,1000,not stocked,not stocked
the-videographer-snowboard,The Videographer Snowboard,Title,Default Title,,,,,"",,,1000,not stocked,not stocked
the-archived-snowboard,The Archived Snowboard,Title,Default Title,,,,,"",,,1000,not stocked,not stocked
selling-plans-ski-wax,Selling Plans Ski Wax,Title,Selling Plans Ski Wax,,,,,"",,,1000,not stocked,not stocked
selling-plans-ski-wax,Selling Plans Ski Wax,Title,Special Selling Plans Ski Wax,,,,,"",,,1000,not stocked,not stocked
selling-plans-ski-wax,Selling Plans Ski Wax,Title,Sample Selling Plans Ski Wax,,,,,"",,,1000,not stocked,not stocked
the-multi-location-snowboard,The Multi-location Snowboard,Title,Default Title,,,,,"",,,1000,50,not stocked
the-collection-snowboard-oxygen,The Collection Snowboard: Oxygen,Title,Default Title,,,,,"",,,1000,not stocked,not stocked
the-multi-managed-snowboard,The Multi-managed Snowboard,Title,Default Title,,,,,sku-managed-1,,,1000,not stocked,50
the-3p-fulfilled-snowboard,The 3p Fulfilled Snowboard,Title,Default Title,,,,,sku-hosted-1,,,not stocked,not stocked,20
the-collection-snowboard-liquid,The Collection Snowboard: Liquid,Title,Default Title,,,,,"",,,1000,not stocked,not stocked
bat,bat,Title,Default Title,,,,,500,,,5000,0,not stocked
mens-shirt,mens shirt,Color,Blue,Size,S,brand,cotton,101,,,1000,0,not stocked
mens-shirt,mens shirt,Color,Blue,Size,M,brand,cotton,102,,,1000,0,not stocked
mens-shirt,mens shirt,Color,Blue,Size,L,brand,cotton,103,,,1000,0,not stocked
mens-shirt,mens shirt,Color,Blue,Size,XL,brand,cotton,104,,,1000,0,not stocked
mens-shirt,mens shirt,Color,Blue,Size,2XL,brand,cotton,105,,,1000,0,not stocked
mens-shirt,mens shirt,Color,Green,Size,S,brand,cotton,106,,,1000,0,not stocked
mens-shirt,mens shirt,Color,Green,Size,M,brand,cotton,107,,,1000,0,not stocked
mens-shirt,mens shirt,Color,Green,Size,L,brand,cotton,108,,,1000,0,not stocked
mens-shirt,mens shirt,Color,Green,Size,XL,brand,cotton,109,,,1000,0,not stocked
mens-shirt,mens shirt,Color,Green,Size,2XL,brand,cotton,110,,,1000,0,not stocked
mens-shirt,mens shirt,Color,Black,Size,S,brand,cotton,111,,,1500,0,not stocked
mens-shirt,mens shirt,Color,Black,Size,M,brand,cotton,112,,,1500,0,not stocked
mens-shirt,mens shirt,Color,Black,Size,L,brand,cotton,113,,,1500,0,not stocked
mens-shirt,mens shirt,Color,Black,Size,XL,brand,cotton,114,,,1500,0,not stocked
mens-shirt,mens shirt,Color,Black,Size,2XL,brand,cotton,115,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Blue,Size,L,brand,A+,1042,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Blue,Size,L,brand,aaa,1043,,,1000,0,not stocked
mens-tshirt,mens tshirt,Color,Blue,Size,XL,brand,A+,1044,,,1000,0,not stocked
